id,name,genes
FACOAL180,fatty acid CoA ligase octadecanoate ,frozenset({<Gene YALI0D17864g at 0x7f41337e1ad0>})
FACOAL181,fatty acid CoA ligase octadecenoate ,frozenset({<Gene YALI0D17864g at 0x7f41337e1ad0>})
FACOAL182,fatty acid CoA ligase octadecynoate ,frozenset({<Gene YALI0D17864g at 0x7f41337e1ad0>})
FACOAL240p,fatty acid CoA ligase n C240 peroxisomal,frozenset({<Gene YALI0E16016g at 0x7f41337e1b10>})
FACOAL260p,fatty acid CoA ligase n C260 peroxisomal,frozenset({<Gene YALI0E16016g at 0x7f41337e1b10>})
FACOAL80p,fatty acid CoA ligase octanoate peroxisomal,frozenset({<Gene YALI0D17864g at 0x7f41337e1ad0>})
FADFMNtm,FADFMN antiport,frozenset({<Gene YALI0A16863g at 0x7f41337e7350>})
FALDH,formaldehyde dehydrogenase,frozenset({<Gene YALI0F09603g at 0x7f41337e7290>})
FAO141p_even,fatty acid oxidation,frozenset()
FAO141p_odd,Fatty acid oxidation,frozenset()
FAO161p_even,Fatty acid oxidation,frozenset()
FAO161p_odd,Fatty acid oxidation,frozenset()
FAO181p_even,Fatty acid oxidation,frozenset()
FAO181p_odd,Fatty acid oxidation,frozenset()
FAO182p_eveneven,Fatty acid oxidation,frozenset()
FAO182p_evenodd,Fatty acid oxidation,frozenset()
FAO182p_oddodd,Fatty acid oxidation,frozenset()
FAO240p,fatty acid oxidation tetradecansoyl CoA peroxisomal,frozenset()
FAO80p,fatty acid oxidation octanoyl CoA peroxisomal,frozenset()
FAS100,fatty acid synthase n C100 ,"frozenset({<Gene YALI0B15059g at 0x7f413382bc90>, <Gene YALI0E23185g at 0x7f4133848f90>, <Gene YALI0B19382g at 0x7f4133848fd0>})"
FAS100ACPm,fatty acyl ACP synthase n C100ACP mitochondrial,"frozenset({<Gene YALI0D24629g at 0x7f41337e7510>, <Gene YALI0C19965g at 0x7f41337e74d0>, <Gene YALI0D14850g at 0x7f41337e76d0>, <Gene YALI0F30679g at 0x7f41337e7550>})"
PGI,glucose 6 phosphate isomerase,frozenset({<Gene YALI0F07711g at 0x7f41337e1290>})
FAS120,fatty acid synthase n C120 ,"frozenset({<Gene YALI0B19382g at 0x7f4133848fd0>, <Gene YALI0B15059g at 0x7f413382bc90>, <Gene YALI0C11407g at 0x7f4133848a90>, <Gene YALI0E23185g at 0x7f4133848f90>})"
FAS120ACPm,fatty acyl ACP synthase n C120ACP mitochondrial,"frozenset({<Gene YALI0D24629g at 0x7f41337e7510>, <Gene YALI0D14850g at 0x7f41337e76d0>, <Gene YALI0F30679g at 0x7f41337e7550>, <Gene YALI0C19965g at 0x7f41337e74d0>})"
PGK,phosphoglycerate kinase,frozenset({<Gene YALI0D12400g at 0x7f41337e78d0>})
FAS140,fatty acid synthase n C140 ,"frozenset({<Gene YALI0B19382g at 0x7f4133848fd0>, <Gene YALI0C11407g at 0x7f4133848a90>, <Gene YALI0B15059g at 0x7f413382bc90>, <Gene YALI0E23185g at 0x7f4133848f90>})"
FAS140ACPm,fatty acyl ACP synthase n C140ACP mitochondrial,"frozenset({<Gene YALI0D24629g at 0x7f41337e7510>, <Gene YALI0C19965g at 0x7f41337e74d0>, <Gene YALI0D14850g at 0x7f41337e76d0>, <Gene YALI0F30679g at 0x7f41337e7550>})"
PGM,phosphoglycerate mutase,"frozenset({<Gene YALI0D09229g at 0x7f41337e1490>, <Gene YALI0B02728g at 0x7f41337e1350>, <Gene YALI0D16445g at 0x7f41337e7950>})"
FAS141ACPm,fatty acyl ACP synthase n C141ACP mitochondrial,"frozenset({<Gene YALI0D24629g at 0x7f41337e7510>, <Gene YALI0C19965g at 0x7f41337e74d0>, <Gene YALI0D14850g at 0x7f41337e76d0>, <Gene YALI0F30679g at 0x7f41337e7550>})"
FAS160,fatty acid synthase n C160 ,"frozenset({<Gene YALI0E23185g at 0x7f4133848f90>, <Gene YALI0C11407g at 0x7f4133848a90>, <Gene YALI0B15059g at 0x7f413382bc90>, <Gene YALI0B19382g at 0x7f4133848fd0>})"
FAS160ACPm,fatty acyl ACP synthase n C160ACP mitochondrial,"frozenset({<Gene YALI0D24629g at 0x7f41337e7510>, <Gene YALI0C19965g at 0x7f41337e74d0>, <Gene YALI0D14850g at 0x7f41337e76d0>, <Gene YALI0F30679g at 0x7f41337e7550>})"
PYK,pyruvate kinase,frozenset({<Gene YALI0F09185g at 0x7f41337e72d0>})
FAS161ACPm,fatty acyl ACP synthase n C161ACP mitochondrial,"frozenset({<Gene YALI0D24629g at 0x7f41337e7510>, <Gene YALI0C19965g at 0x7f41337e74d0>, <Gene YALI0D14850g at 0x7f41337e76d0>, <Gene YALI0F30679g at 0x7f41337e7550>})"
FAS180,fatty acid synthase n C180 ,"frozenset({<Gene YALI0B19382g at 0x7f4133848fd0>, <Gene YALI0B15059g at 0x7f413382bc90>, <Gene YALI0C11407g at 0x7f4133848a90>, <Gene YALI0E23185g at 0x7f4133848f90>})"
FAS180ACPm,fatty acyl ACP synthase n C180ACP mitochondrial,"frozenset({<Gene YALI0D24629g at 0x7f41337e7510>, <Gene YALI0F30679g at 0x7f41337e7550>, <Gene YALI0D14850g at 0x7f41337e76d0>, <Gene YALI0C19965g at 0x7f41337e74d0>})"
TPI,triose phosphate isomerase,"frozenset({<Gene YALI0F01584g at 0x7f41337e7410>, <Gene YALI0F05214g at 0x7f41337e7110>})"
FAS181ACPm,fatty acyl ACP synthase n C181ACP mitochondrial,"frozenset({<Gene YALI0D24629g at 0x7f41337e7510>, <Gene YALI0D14850g at 0x7f41337e76d0>, <Gene YALI0F30679g at 0x7f41337e7550>, <Gene YALI0C19965g at 0x7f41337e74d0>})"
FAS182ACPm,fatty acyl ACP synthase n C182ACP mitochondrial,"frozenset({<Gene YALI0D24629g at 0x7f41337e7510>, <Gene YALI0C19965g at 0x7f41337e74d0>, <Gene YALI0D14850g at 0x7f41337e76d0>, <Gene YALI0F30679g at 0x7f41337e7550>})"
FAS240_L,fatty acid synthase n C240 lumped reaction,frozenset({<Gene YALI0B20196g at 0x7f41337e7b50>})
FAS260,fatty acid synthase n C260 ,frozenset({<Gene YALI0B20196g at 0x7f41337e7b50>})
FAS80ACPm_L,fatty acyl ACP synthase n C80ACP mitochondrial lumped reaction,"frozenset({<Gene YALI0D24629g at 0x7f41337e7510>, <Gene YALI0C19965g at 0x7f41337e74d0>, <Gene YALI0D14850g at 0x7f41337e76d0>, <Gene YALI0F30679g at 0x7f41337e7550>})"
DOLPMMer,Dolichyl phosphate mannose protein mannosyltransferase endoplasmic reticular,"frozenset({<Gene YALI0E05929g at 0x7f41337e7310>, <Gene YALI0C23364g at 0x7f41337e7910>, <Gene YALI0E15081g at 0x7f41337e7990>})"
FAS80_L,fatty acid synthase n C80 lumped reaction,"frozenset({<Gene YALI0B19382g at 0x7f4133848fd0>, <Gene YALI0B15059g at 0x7f413382bc90>, <Gene YALI0C11407g at 0x7f4133848a90>, <Gene YALI0E23185g at 0x7f4133848f90>})"
DOLPMTcer,Dolichyl phosphate D mannosyltransferase,frozenset({<Gene YALI0D06281g at 0x7f41337e7c50>})
FBA2,D Fructose 1 phosphate D glyceraldehyde 3 phosphate lyase,frozenset({<Gene YALI0E26004g at 0x7f4133858c50>})
FBA3,Sedoheptulose 1 7 bisphosphate D glyceraldehyde 3 phosphate lyase,frozenset({<Gene YALI0E26004g at 0x7f4133858c50>})
FBP,fructose bisphosphatase,frozenset({<Gene YALI0A15972g at 0x7f41337e7890>})
FBP26,Fructose 2 6 bisphosphate 2 phosphatase,frozenset({<Gene YALI0E17633g at 0x7f41337e7c10>})
FCLTm,Ferrochelatase mitochondrial,frozenset({<Gene YALI0F19470g at 0x7f41337e7bd0>})
FDH,formate dehydrogenase,"frozenset({<Gene YALI0B22506g at 0x7f41337e7e10>, <Gene YALI0F15983g at 0x7f41337e7ed0>, <Gene YALI0C14344g at 0x7f41337e7f10>, <Gene YALI0A12353g at 0x7f41337e7e50>, <Gene YALI0F13937g at 0x7f41337e7f50>, <Gene YALI0E14256g at 0x7f41337e7e90>, <Gene YALI0C08074g at 0x7f41337e7f90>})"
FDNG,formate dehydrogenase cytosolicmitochondrial,frozenset()
FKYNH,N Formyl L kynurenine amidohydrolase,frozenset()
FMETTRSm,Methionyl tRNA formyltransferase mitochondrial,frozenset({<Gene YALI0F06820g at 0x7f41337e7d10>})
FMNAT,FMN adenylyltransferase,frozenset({<Gene YALI0D25564g at 0x7f41337e7490>})
FMNATm,FMN adenylyltransferase,frozenset()
FOLD3m,dihydropteroate synthase mitochondrial,frozenset({<Gene YALI0A02541g at 0x7f4133858d90>})
FORt,formate transport via diffusion,frozenset()
FORtm,formate mitochondrial transport,frozenset()
FRUK,fructose 1 phosphate kinase,frozenset()
FRUt2,D fructose transport in via proton symport,"frozenset({<Gene YALI0D18876g at 0x7f41337e1c10>, <Gene YALI0A08998g at 0x7f41337e1e10>, <Gene YALI0A01958g at 0x7f41337e1e50>, <Gene YALI0B00396g at 0x7f41337e1c50>, <Gene YALI0D00132g at 0x7f41337e1c90>, <Gene YALI0E23287g at 0x7f41337e1d10>, <Gene YALI0D01111g at 0x7f41337e1b50>, <Gene YALI0B01342g at 0x7f41337e1d50>})"
FTHFCL,5 formethyltetrahydrofolate cyclo ligase,frozenset({<Gene YALI0D01309g at 0x7f41337e7cd0>})
FTHFCLm,5 formethyltetrahydrofolate cyclo ligase mitochondrial,frozenset()
AHSERL2,O acetylhomoserine thiol lyase,frozenset({<Gene YALI0D25168g at 0x7f4133830fd0>})
FTHFLm,formate tetrahydrofolate ligase mitochondrial,"frozenset({<Gene YALI0E01056g at 0x7f41338504d0>, <Gene YALI0F30745g at 0x7f4133850a50>})"
HSERTA,homoserine O trans acetylase,"frozenset({<Gene YALI0C24233g at 0x7f41337f1210>, <Gene YALI0E00836g at 0x7f41337f1450>})"
FUMAC,fumarylacetoacetase,frozenset()
FUMm,fumarase mitochondrial,frozenset({<Gene YALI0C06776g at 0x7f41337f13d0>})
FUMt2r,fumarate reversible transport via symport,frozenset()
G12MT1g,Glycolipid 1 2 alpha D mannosyltransferase Golgi apparatus,frozenset({<Gene YALI0D08558g at 0x7f41337f1250>})
G12MT2g,Glycolipid 1 2 alpha D mannosyltransferase Golgi apparatus,frozenset({<Gene YALI0D08558g at 0x7f41337f1250>})
G13MTg,Glycolipid 1 3 alpha D mannosyltransferase Golgi apparatus,frozenset({<Gene YALI0E31797g at 0x7f41337f14d0>})
G16MTg,Glycolipid 1 6 alpha D mannosyltransferase Golgi apparatus,frozenset()
G3PD1irm,glycerol 3 phosphate dehydrogenase NAD mitochondrial,frozenset({<Gene YALI0B02948g at 0x7f4133858450>})
G3PDm,glycerol 3 phosphate dehydrogenase FAD mitochondrial,frozenset({<Gene YALI0B13970g at 0x7f41337e7fd0>})
RNDR1,ribonucleoside diphosphate reductase ADP ,"frozenset({<Gene YALI0D03333g at 0x7f41337f1510>, <Gene YALI0B03630g at 0x7f41337f1610>, <Gene YALI0F31735g at 0x7f41337f11d0>})"
G5SADrm,L glutamate 5 semialdehyde dehydratase reversible mitochondrial,frozenset()
G5SD,glutamate 5 semialdehyde dehydrogenase,frozenset({<Gene YALI0E30481g at 0x7f4133830c10>})
RNTR4,ribonucleoside triphosphate reductase UTP ,frozenset()
G6PDA,glucosamine 6 phosphate deaminase,frozenset({<Gene YALI0C01419g at 0x7f41337f16d0>})
G6PDH2,glucose 6 phosphate dehydrogenase,frozenset({<Gene YALI0E22649g at 0x7f41337f1650>})
UMPK,UMP kinase,frozenset({<Gene YALI0F09339g at 0x7f41337f1710>})
ATPS3m,ATP synthase mitochondrial,"frozenset({<Gene YALI0B21527p at 0x7f4133848210>, <Gene YALI0B06831p at 0x7f4133848710>, <Gene YALI0A11143p at 0x7f4133848650>, <Gene YALI0D00583p at 0x7f4133848850>, <Gene YALI0B11913p at 0x7f41338486d0>, <Gene YALI0B03982p at 0x7f4133848590>, <Gene YALI0A09900p at 0x7f41338484d0>})"
G6PI2,Glucose 6 phosphate isomerase,frozenset({<Gene YALI0F07711g at 0x7f41337e1290>})
CYOOm,cytochrome c oxidase mitochondrial,"frozenset({<Gene YALI0F04103g at 0x7f41337f1a10>, <Gene YALI0E10144g at 0x7f41337f1810>, <Gene YALI0E19723g at 0x7f41337f1a50>, <Gene YALI0F04 at 0x7f41337f1ad0>, <Gene YALI0E16709g at 0x7f41337f1910>, <Gene YALI0F03567g at 0x7f41337f1590>, <Gene YALI0F03201g at 0x7f41337f17d0>, <Gene YALI0E12628g at 0x7f41337f19d0>})"
GALIGH,1 alpha D Galactosyl myo inositol galactohydrolase,frozenset()
GALK,galactokinase,frozenset({<Gene YALI0C13090g at 0x7f41337f1b50>})
GALS3,a galactosidase melibiose ,frozenset()
GALT,galactose 1 phosphate uridylyltransferase,frozenset()
GALU,UTP glucose 1 phosphate uridylyltransferase,frozenset({<Gene YALI0A02310g at 0x7f41337f1950>})
GALt2,D galactose transport in via proton symport,"frozenset({<Gene YALI0D18876g at 0x7f41337e1c10>, <Gene YALI0A08998g at 0x7f41337e1e10>, <Gene YALI0A01958g at 0x7f41337e1e50>, <Gene YALI0B00396g at 0x7f41337e1c50>, <Gene YALI0D00132g at 0x7f41337e1c90>, <Gene YALI0E23287g at 0x7f41337e1d10>, <Gene YALI0B01342g at 0x7f41337e1d50>, <Gene YALI0D01111g at 0x7f41337e1b50>})"
GAM6Pt,D glucosamine 6 phosphate reversible uniport,frozenset()
CYOR_u6m,ubiquinol 6 cytochrome c reductase,"frozenset({<Gene YALI0F01771g at 0x7f41337f1e50>, <Gene YALI0F08613g at 0x7f41337f1e90>, <Gene YALI0B01540g at 0x7f41337f1990>, <Gene YALI0A17468g at 0x7f41337f1ed0>, <Gene YALI0F24 at 0x7f41337f1f90>, <Gene YALI0A02915g at 0x7f41337f1f10>, <Gene YALI0E34037g at 0x7f41337f1f50>, <Gene YALI0C12210g at 0x7f41337f1d90>})"
GARFTi,phosphoribosylglycinamide formyltransferase irreversible,frozenset({<Gene YALI0D03069g at 0x7f41337f1d50>})
FUM,fumarase,frozenset({<Gene YALI0C06776g at 0x7f41337f13d0>})
GAT2_SC,glycerol 3 phosphate acyltransferase glycerone phosphate yeast specific,frozenset()
GBEZ,1 4 alpha glucan branching enzyme,frozenset({<Gene YALI0C06798g at 0x7f41337f1b10>})
GCALDt,Glycoaldehydye reversible transport,frozenset()
GCALDtm,glycoaldehyde mitochondrial transport,frozenset()
MDH,malate dehydrogenase,"frozenset({<Gene YALI0E14190g at 0x7f41337f1c90>, <Gene YALI0D16753g at 0x7f41337f1d10>})"
MDHm,malate dehydrogenase mitochondrial,frozenset({<Gene YALI0D16753g at 0x7f41337f1d10>})
GCC2cm,glycine cleavage complex lipoamide mitochondrial,frozenset({<Gene YALI0D20768g at 0x7f4133830dd0>})
GCCam,glycine cleavage complex lipoylprotein mitochondrial,frozenset({<Gene YALI0A09856g at 0x7f4133858410>})
GCCbim,glycine cleavage complex lipoylprotein irreversible mitochondrial,frozenset({<Gene YALI0F02849g at 0x7f4133858a50>})
GCCcm,glycine cleavage complex lipoylprotein mitochondrial,frozenset({<Gene YALI0D20768g at 0x7f4133830dd0>})
GDPt3g,GDP Golgi transport via proton anitport,frozenset()
GDPtn,GDP nuclear transport,frozenset()
GF6PTA,glutamine fructose 6 phosphate transaminase,frozenset({<Gene YALI0B21428g at 0x7f41337f1e10>})
GGLGH,Galactosylglycerol galactohydrolase,frozenset()
GHMT2r,glycine hydroxymethyltransferase reversible,"frozenset({<Gene YALI0D22484g at 0x7f41337f6210>, <Gene YALI0E16346g at 0x7f41337f1cd0>})"
GHMT2rm,glycine hydroxymethyltransferase reversible mitochondrial,"frozenset({<Gene YALI0D22484g at 0x7f41337f6210>, <Gene YALI0E16346g at 0x7f41337f1cd0>})"
GK1,guanylate kinase GMPATP ,frozenset({<Gene YALI0C16434g at 0x7f4133858790>})
GK2,guanylate kinase GMPdATP ,frozenset({<Gene YALI0C16434g at 0x7f4133858790>})
GLCP,glycogen phosphorylase,frozenset({<Gene YALI0F04169g at 0x7f41337f6390>})
NADH2_u6cm,NADH dehydrogenase cytosolicmitochondrial,"frozenset({<Gene YALI0F02123g at 0x7f41337f6810>, <Gene YALI0B00792g at 0x7f41337f6790>, <Gene YALI0D00737g at 0x7f41337f6710>, <Gene YALI0F00924g at 0x7f41337f66d0>, <Gene YALI0E05599g at 0x7f41337f6750>, <Gene YALI0D05467g at 0x7f41337f6690>, <Gene YALI0B20372g at 0x7f41337f67d0>})"
PPA,inorganic diphosphatase,"frozenset({<Gene YALI0C11803g at 0x7f41337f6910>, <Gene YALI0F13541g at 0x7f41337f6450>})"
GLCtv,glucose transport vacuolar,frozenset()
G6PDH2er,glucose 6 phosphate dehydrogenase endoplasmic reticulum,frozenset()
GLNTRS,Glutaminyl tRNA synthetase,frozenset({<Gene YALI0C03674g at 0x7f41337f6850>})
GLNt2n,glutamine nuclear transport via proton symport,frozenset()
GLNt2r,L glutamine reversible transport via proton symport,"frozenset({<Gene YALI0C00451g at 0x7f4133837510>, <Gene YALI0B16522g at 0x7f41338374d0>})"
GND,phosphogluconate dehydrogenase,frozenset({<Gene YALI0B15598g at 0x7f41337f6990>})
GLUCYS,gamma glutamylcysteine synthetase,frozenset({<Gene YALI0E30129g at 0x7f41337f6b10>})
GLUDC,Glutamate Decarboxylase,"frozenset({<Gene YALI0F08415g at 0x7f41337f6a90>, <Gene YALI0C16753g at 0x7f41337f6b50>})"
GLUDxi,glutamate dehydrogenase NAD ,frozenset({<Gene YALI0E09603g at 0x7f41337f69d0>})
PGL,6 phosphogluconolactonase,"frozenset({<Gene YALI0C19085g at 0x7f41337f6a10>, <Gene YALI0E11671g at 0x7f41337f6bd0>})"
PGMT,phosphoglucomutase,"frozenset({<Gene YALI0E02090g at 0x7f41337f6e10>, <Gene YALI0E02244g at 0x7f41337f6c10>})"
GLUN,glutaminase,frozenset()
GLUPRT,glutamine phosphoribosyldiphosphate amidotransferase,frozenset({<Gene YALI0B15304g at 0x7f41337f6dd0>})
GLUSx,glutamate synthase NADH2 ,frozenset({<Gene YALI0B19998g at 0x7f41337f6cd0>})
GLUTRS,Glutamyl tRNA synthetase,"frozenset({<Gene YALI0E17919g at 0x7f41337f6890>, <Gene YALI0E28468g at 0x7f41337f6f90>})"
GLUTRSm,glutamyl tRNA synthetase mitochondrial,"frozenset({<Gene YALI0E28468g at 0x7f41337f6f90>, <Gene YALI0E17919g at 0x7f41337f6890>})"
GLUt2m,L glutamate reversible transport via proton symport mitochondrial,frozenset()
GLUt2n,glutamate nuclear transport via proton symport,frozenset()
GLUt2r,L glutamate transport via proton symport reversible,"frozenset({<Gene YALI0C00451g at 0x7f4133837510>, <Gene YALI0C21626g at 0x7f4133800150>, <Gene YALI0B16522g at 0x7f41338374d0>, <Gene YALI0E20713g at 0x7f4133800110>})"
GLXtp,glyoxylate transport peroxisomal,frozenset()
GLYC3Ptm,glycerol 3 phosphate shuttle,frozenset()
GLYCLm,glycine cleavage system mitochondrial,frozenset({<Gene YALI0F02849g at 0x7f4133858a50>})
GLYCt,glycerol transport via channel,frozenset({<Gene YALI0F00462g at 0x7f41337f6e90>})
GLYGS,glycogen starch synthase,frozenset({<Gene YALI0F18502g at 0x7f413389af10>})
GLYK,glycerol kinase,frozenset({<Gene YALI0F00484g at 0x7f4133800310>})
GLYOX,hydroxyacylglutathione hydrolase,frozenset({<Gene YALI0D06974g at 0x7f41337f6fd0>})
GLYOXm,hydroxyacylglutathione hydrolase mitochondrial,frozenset({<Gene YALI0D06974g at 0x7f41337f6fd0>})
GLYTRS,Glycyl tRNA synthetase,frozenset({<Gene YALI0E14597g at 0x7f41338000d0>})
GLYt2m,glycine mitochondrial transport via proton symport,frozenset()
GLYt2r,glycine reversible transport via proton symport,"frozenset({<Gene YALI0C00451g at 0x7f4133837510>, <Gene YALI0B16522g at 0x7f41338374d0>, <Gene YALI0D15422g at 0x7f413382b650>})"
GMPS2,GMP synthase,frozenset({<Gene YALI0B16104g at 0x7f4133800290>})
RPE,ribulose 5 phosphate 3 epimerase,frozenset({<Gene YALI0C11880g at 0x7f4133800510>})
GNNUC,gnnuc,frozenset({<Gene YALI0F03597g at 0x7f4133830890>})
GRTT,geranyltranstransferase,"frozenset({<Gene YALI0E05753g at 0x7f4133858e50>, <Gene YALI0D17050g at 0x7f4133858ed0>})"
GSNK,guanosine kinase,frozenset()
GSNt2,guanosine transport in via proton symport,frozenset()
GSNt2m,guanosine mitochondrial transport via proton symport,frozenset()
GTHO,glutathione oxidoreductase,frozenset({<Gene YALI0E18029g at 0x7f41338003d0>})
GTHOXti,oxidized glutathione irreversible uniport,frozenset()
GTHP,glutathione peridoxase,frozenset({<Gene YALI0E02310g at 0x7f4133800450>})
GTHS,glutathione synthetase,frozenset({<Gene YALI0C17831g at 0x7f4133800350>})
GTMLT,g glutamyltransferase,"frozenset({<Gene YALI0C11363g at 0x7f4133800590>, <Gene YALI0C20669g at 0x7f4133800390>})"
GTPCII,GTP cyclohydrolase II,frozenset({<Gene YALI0E02288g at 0x7f41338006d0>})
GUAPRT,guanine phosphoribosyltransferase,frozenset({<Gene YALI0E16753g at 0x7f41338007d0>})
GUAt2r,guanine reversible transport via proton symport,"frozenset({<Gene YALI0D07392g at 0x7f4133830710>, <Gene YALI0F30569g at 0x7f4133830450>})"
GUAtm,guanine mitochondrial transport via diffusion,frozenset()
RPI,ribose 5 phosphate isomerase,"frozenset({<Gene YALI0F01628g at 0x7f4133800890>, <Gene YALI0B06941g at 0x7f4133800850>})"
H2Oter,H2O endoplasmic reticulum transport,frozenset()
H2Otm,H2O transport mitochondrial,frozenset()
TKT2,transketolase,frozenset({<Gene YALI0E06479g at 0x7f41338008d0>})
H2Otp,H2O transport peroxisomal,frozenset()
H2Otv,H2O transport vacuolar,frozenset()
HACD10p,3 hydroxyacyl CoA dehydrogenase 3 oxohexacosyl CoA peroxisomal,frozenset({<Gene YALI0E15378p at 0x7f4133800990>})
HACD4p,3 hydroxyacyl CoA dehydrogenase 3 oxodecanoyl CoA peroxisomal,frozenset({<Gene YALI0E15378p at 0x7f4133800990>})
HACD5p,3 hydroxyacyl CoA dehydrogenase 3 oxodecanoyl CoA peroxisomal,frozenset({<Gene YALI0E15378p at 0x7f4133800990>})
HACD6p,3 Hydroxyacyl CoA dehydrogenase 3 oxotetradecanoyl CoA peroxisomal,frozenset({<Gene YALI0E15378p at 0x7f4133800990>})
HACD7p,3 hydroxyacyl CoA dehydrogenase 3 oxohexadecanoyl CoA peroxisomal,frozenset({<Gene YALI0E15378p at 0x7f4133800990>})
HACD8p,3 hydroxyacyl CoA dehydrogenase 3 oxooctadecanoyl CoA peroxisomal,frozenset({<Gene YALI0E15378p at 0x7f4133800990>})
AGAT_SC,1 Acyl glycerol 3 phosphate acyltransferase yeast specific,frozenset({<Gene YALI0E18964g at 0x7f41338009d0>})
HBZOPT6,Hydroxybenzoate octaprenyltransferase,"frozenset({<Gene YALI0B16126g at 0x7f4133800c50>, <Gene YALI0D17556g at 0x7f4133800b50>, <Gene YALI0E28248g at 0x7f4133800950>, <Gene YALI0E13662g at 0x7f4133800dd0>, <Gene YALI0E09276g at 0x7f4133800a90>, <Gene YALI0D14762g at 0x7f4133800ad0>})"
HBZOPT6m,Hydroxybenzoate octaprenyltransferase mitochondrial,"frozenset({<Gene YALI0F05610g at 0x7f4133800e10>, <Gene YALI0F23727g at 0x7f4133800810>, <Gene YALI0C18755g at 0x7f4133800ed0>})"
DAGPYP_SC,diacylglycerol pyrophosphate phosphatase yeast specific,"frozenset({<Gene YALI0D27016g at 0x7f4133800b90>, <Gene YALI0B14531g at 0x7f4133800f90>})"
HCO3E,HCO3 equilibration reaction,frozenset()
HCO3Em,HCO3 equilibration reaction,frozenset()
HCO3En,HCO3 equilibrium reaction nuclear,frozenset()
HCYSMT,homocysteine S methyltransferase,frozenset({<Gene YALI0F25641g at 0x7f4133800c10>})
HCYSt2p,Homocysteine peroxisomal transport via proton symport,frozenset()
HDCAt,Hexadecanoate n C160 transport in via uniport,frozenset()
HDCEAt,hexadecenoate n C161 transport in via uniport,frozenset()
HETZK,hydroxyethylthiazole kinase,frozenset({<Gene YALI0C15554g at 0x7f4133800f50>})
HEX1,hexokinase D glucoseATP ,"frozenset({<Gene YALI0B22308g at 0x7f41337e1810>, <Gene YALI0E20207g at 0x7f4133809150>, <Gene YALI0E15488g at 0x7f41337e1250>})"
HEX4,hexokinase D mannoseATP ,frozenset({<Gene YALI0B22308g at 0x7f41337e1810>})
DASYN_SC,CDP Diacylglycerol synthetase yeast specific,frozenset({<Gene YALI0E14443g at 0x7f4133858210>})
HGNTOR,Homogentisateoxygen 1 2 oxidoreductase decyclizing ,frozenset()
GAT1_SC,glycerol 3 phosphate acyltransferase glycerol 3 phosphate yeast specific,frozenset()
HISTD,histidinol dehydrogenase,frozenset({<Gene YALI0A15950g at 0x7f4133800f10>})
HISTP,histidinol phosphatase,frozenset({<Gene YALI0E05049g at 0x7f4133809190>})
HISTRS,Histidyl tRNA synthetase,frozenset({<Gene YALI0E13123g at 0x7f4133809210>})
HISTRSm,histidyl tRNA synthetase mitochondrial,frozenset({<Gene YALI0E13123g at 0x7f4133809210>})
HISt2m,histidine mitochondrial transport via proton symport,frozenset()
HISt2r,L histidine reversible transport via proton symport,frozenset({<Gene YALI0B16522g at 0x7f41338374d0>})
HKYNH,3 Hydroxy L kynurenine hydrolase,frozenset({<Gene YALI0B22902g at 0x7f4133809310>})
HMBS,hydroxymethylbilane synthase,frozenset({<Gene YALI0F26609g at 0x7f4133809450>})
HMGCOAR,Hydroxymethylglutaryl CoA reductase,frozenset({<Gene YALI0E04807g at 0x7f4133809490>})
HMGCOAS,Hydroxymethylglutaryl CoA synthase,frozenset({<Gene YALI0F30481g at 0x7f41338092d0>})
HMGCOASm,Hydroxymethylglutaryl CoA synthase mitochondrial,frozenset({<Gene YALI0F30481g at 0x7f41338092d0>})
HMGCOAtm,Hydroxymethylglutaryl CoA reversible mitochondrial transport,frozenset()
HMPK1,hydroxymethylpyrimidine kinase ATP ,frozenset({<Gene YALI0E04224g at 0x7f4133809050>})
HPPKm,2 amino 4 hydroxy 6 hydroxymethyldihydropteridine diphosphokinase mitochondrial,frozenset({<Gene YALI0A02541g at 0x7f4133858d90>})
HPROa,L hydroxyproline reductase NAD ,frozenset({<Gene YALI0A02541g at 0x7f4133858d90>})
HPROb,L hydroxyproline reductase NADP ,frozenset({<Gene YALI0B14399g at 0x7f41338405d0>})
HPROxm,L hydroxyproline dehydrogenase NAD mitochondrial,frozenset({<Gene YALI0B09647g at 0x7f4133809750>})
HPROym,L hydroxyproline dehydrogenase NADP mitochondrial,frozenset({<Gene YALI0B09647g at 0x7f4133809750>})
HSDxi,homoserine dehydrogenase NADH irreversible,frozenset({<Gene YALI0D01089g at 0x7f4133858950>})
MFAPS_SC,methylene fatty acyl phospholipid synthase yeast specific,frozenset({<Gene YALI0E12441g at 0x7f4133809590>})
PETOHM_SC,phosphatidylethanolamine N methyltransferase yeast specific,frozenset({<Gene YALI0E06061g at 0x7f4133809510>})
HSK,homoserine kinase,frozenset({<Gene YALI0F13453g at 0x7f4133809650>})
HSTPT,histidinol phosphate transaminase,frozenset({<Gene YALI0E01254g at 0x7f41338095d0>})
HXANt2r,hypoxanthine reversible transport via proton symport,frozenset()
HXPRT,hypoxanthine phosphoribosyltransferase Hypoxanthine ,frozenset({<Gene YALI0E16753g at 0x7f41338007d0>})
HYPOE,hypothetical enyme,frozenset()
PINOS_SC,phosphatidylinositol synthase yeast specific,frozenset({<Gene YALI0F20328g at 0x7f4133809890>})
